Attrition,DistanceFromHome,EmployeeNumber,WorkLifeBalance,YearsSinceLastPromotion,YearsWithCurrManager,OverTime,PercentSalaryHike,StandardHours,Employee Last Date,Attrition Month
No,2,19087,4,0,0,Yes,12,80,,
No,2,19089,4,0,0,Yes,12,80,,
No,2,19091,4,0,0,Yes,12,80,,
No,2,19092,4,0,0,Yes,12,80,,
No,2,19222,4,0,0,Yes,12,80,,
No,2,19224,4,0,0,Yes,12,80,,
No,2,19228,4,0,2,Yes,19,80,,
No,2,19229,4,0,2,Yes,19,80,,
No,2,19230,4,0,2,Yes,19,80,,
No,2,19232,4,0,2,Yes,19,80,,
No,2,19236,4,0,2,Yes,19,80,,
No,2,19237,4,0,2,Yes,19,80,,
No,2,19603,4,0,2,Yes,19,80,,
No,2,19604,4,0,2,Yes,19,80,,
No,2,19608,3,0,2,No,17,80,,
No,2,19609,3,0,2,No,17,80,,
No,2,19611,3,0,2,No,17,80,,
No,2,19612,3,0,2,No,17,80,,
No,2,19616,3,0,2,No,17,80,,
No,2,19617,3,0,2,No,17,80,,
No,2,19890,3,0,2,No,17,80,,
No,4,19892,1,0,3,Yes,14,80,,
No,4,19895,1,0,3,Yes,14,80,,
No,4,19896,1,0,3,Yes,14,80,,
No,4,19898,1,0,3,Yes,14,80,,
No,4,19900,1,0,3,Yes,14,80,,
No,4,19903,1,0,3,Yes,14,80,,
No,4,19904,1,0,3,Yes,14,80,,
No,4,20079,1,0,3,Yes,14,80,,
No,1,20081,4,2,9,No,15,80,,
No,1,20085,4,2,9,No,15,80,,
No,1,20086,4,2,9,No,15,80,,
No,1,20087,4,2,9,No,15,80,,
No,1,20089,4,2,9,No,15,80,,
No,1,20093,4,2,9,No,15,80,,
No,1,20094,4,2,9,No,15,80,,
No,1,20157,4,2,9,No,15,80,,
No,2,20160,2,1,6,No,13,80,,
No,2,20161,2,1,6,No,13,80,,
No,2,20162,2,1,6,No,13,80,,
No,2,20165,2,1,6,No,13,80,,
No,2,20168,2,1,6,No,13,80,,
No,2,20169,2,1,6,No,13,80,,
No,2,20170,2,1,6,No,13,80,,
No,18,20331,3,0,2,No,11,80,,
No,18,20333,3,0,2,No,11,80,,
No,18,20335,3,0,2,No,11,80,,
No,18,20336,3,0,2,No,11,80,,
No,18,20339,3,0,2,No,11,80,,
No,18,20341,3,0,2,No,11,80,,
No,18,20343,3,0,2,No,11,80,,
No,18,20344,3,0,2,No,11,80,,
No,2,20603,3,3,3,No,22,80,,
No,2,20605,3,3,3,No,22,80,,
No,2,20609,3,3,3,No,22,80,,
No,2,20610,3,3,3,No,22,80,,
No,2,20611,3,3,3,No,22,80,,
No,2,20613,3,3,3,No,22,80,,
No,2,20617,3,3,3,No,22,80,,
No,2,20618,3,3,3,No,22,80,,
No,4,20780,2,0,0,No,19,80,,
No,4,20781,2,0,0,No,19,80,,
No,4,20785,2,0,0,No,19,80,,
No,4,20786,2,0,0,No,19,80,,
No,4,20788,2,0,0,No,19,80,,
No,4,20789,2,0,0,No,19,80,,
No,4,20793,2,0,0,No,19,80,,
No,4,20794,2,0,0,No,19,80,,
No,8,20907,2,1,3,No,13,80,,
No,8,20909,2,1,3,No,13,80,,
No,8,20911,2,1,3,No,13,80,,
No,8,20912,2,1,3,No,13,80,,
No,8,20915,2,1,3,No,13,80,,
No,8,20917,2,1,3,No,13,80,,
No,8,20919,2,1,3,No,13,80,,
No,8,20920,2,1,3,No,13,80,,
No,10,21179,3,0,7,No,16,80,,
No,10,21180,3,0,7,No,16,80,,
No,10,21182,3,0,7,No,16,80,,
No,10,21183,3,0,7,No,16,80,,
No,10,21187,3,0,7,No,16,80,,
No,10,21188,3,0,7,No,16,80,,
No,10,21190,3,0,7,No,16,80,,
No,10,21191,3,0,7,No,16,80,,
No,2,21291,2,0,5,No,14,80,,
No,2,21292,2,0,5,No,14,80,,
No,2,21296,2,0,5,No,14,80,,
No,2,21297,2,0,5,No,14,80,,
No,2,21299,2,0,5,No,14,80,,
No,2,21300,2,0,5,No,14,80,,
No,2,21304,2,0,5,No,14,80,,
No,2,21305,2,0,5,No,14,80,,
No,18,21513,3,1,0,Yes,16,80,,
No,18,21514,3,1,0,Yes,16,80,,
No,18,21516,3,1,0,Yes,16,80,,
No,18,21517,3,1,0,Yes,16,80,,
No,18,21521,3,1,0,Yes,16,80,,
No,18,21522,3,1,0,Yes,16,80,,
No,18,21524,3,1,0,Yes,16,80,,
No,18,21525,3,1,0,Yes,16,80,,
No,6,21593,3,0,4,No,11,80,,
No,6,21595,3,0,4,No,11,80,,
No,6,21596,3,0,4,No,11,80,,
No,6,21597,3,0,4,No,11,80,,
No,6,21601,3,0,4,No,11,80,,
No,6,21603,3,0,4,No,11,80,,
No,6,21604,3,0,4,No,11,80,,
No,6,21605,3,0,4,No,11,80,,
No,2,21957,3,3,8,No,13,80,,
No,2,21960,3,3,8,No,13,80,,
No,2,21963,3,3,8,No,13,80,,
No,2,21964,3,3,8,No,13,80,,
No,2,21965,3,3,8,No,13,80,,
No,2,21968,3,3,8,No,13,80,,
No,2,21971,3,3,8,No,13,80,,
No,2,21972,3,3,8,No,13,80,,
No,3,22005,3,4,8,No,21,80,,
No,3,22008,3,4,8,No,21,80,,
No,3,22011,3,4,8,No,21,80,,
No,3,22012,3,4,8,No,21,80,,
No,3,22013,3,4,8,No,21,80,,
No,3,22016,3,4,8,No,21,80,,
No,3,22019,3,4,8,No,21,80,,
No,3,22020,3,4,8,No,21,80,,
No,2,22245,2,0,3,Yes,20,80,,
No,2,22247,2,0,3,Yes,20,80,,
No,2,22249,2,0,3,Yes,20,80,,
No,2,22250,2,0,3,Yes,20,80,,
No,2,22253,2,0,3,Yes,20,80,,
No,2,22255,2,0,3,Yes,20,80,,
No,2,22257,2,0,3,Yes,20,80,,
No,2,22258,2,0,3,Yes,20,80,,
No,6,22294,3,0,0,No,13,80,,
No,6,22295,3,0,0,No,13,80,,
No,6,22299,3,0,0,No,13,80,,
No,6,22300,3,0,0,No,13,80,,
No,6,22302,3,0,0,No,13,80,,
No,6,22303,3,0,0,No,13,80,,
No,6,22307,3,0,0,No,13,80,,
No,6,22308,3,0,0,No,13,80,,
No,1,22358,2,1,0,Yes,24,80,,
No,1,22360,2,1,0,Yes,24,80,,
No,1,22363,2,1,0,Yes,24,80,,
No,1,22364,2,1,0,Yes,24,80,,
No,1,22366,2,1,0,Yes,24,80,,
No,1,22368,2,1,0,Yes,24,80,,
No,1,22371,2,1,0,Yes,24,80,,
No,1,22372,2,1,0,Yes,24,80,,
No,3,22389,2,3,8,No,13,80,,
No,3,22391,2,3,8,No,13,80,,
No,3,22395,2,3,8,No,13,80,,
No,3,22396,2,3,8,No,13,80,,
No,3,22397,2,3,8,No,13,80,,
No,3,22398,2,3,8,No,13,80,,
No,3,22402,2,3,8,No,13,80,,
No,3,22403,2,3,8,No,13,80,,
No,29,22643,3,4,7,No,11,80,,
No,29,22645,3,4,7,No,11,80,,
No,29,22647,3,4,7,No,11,80,,
No,29,22648,3,4,7,No,11,80,,
No,29,22651,3,4,7,No,11,80,,
No,29,22653,3,4,7,No,11,80,,
No,29,22655,3,4,7,No,11,80,,
No,29,22656,3,4,7,No,11,80,,
No,8,22657,3,0,7,Yes,16,80,,
No,8,22658,3,0,7,Yes,16,80,,
No,8,22677,3,0,7,Yes,16,80,,
No,8,22679,3,0,7,Yes,16,80,,
No,8,22683,3,0,7,Yes,16,80,,
No,8,22684,3,0,7,Yes,16,80,,
No,8,22685,3,0,7,Yes,16,80,,
No,8,22687,3,0,7,Yes,16,80,,
No,9,22691,4,0,3,No,19,80,,
No,9,22692,4,0,3,No,19,80,,
No,9,22693,4,0,3,No,19,80,,
No,9,22694,4,0,3,No,19,80,,
No,9,22870,4,0,3,No,19,80,,
No,9,22873,4,0,3,No,19,80,,
No,9,22874,4,0,3,No,19,80,,
No,9,22875,4,0,3,No,19,80,,
No,1,22878,2,0,0,No,14,80,,
No,1,22881,2,0,0,No,14,80,,
No,1,22882,2,0,0,No,14,80,,
No,1,22883,2,0,0,No,14,80,,
No,1,22884,2,0,0,No,14,80,,
No,1,22885,2,0,0,No,14,80,,
No,1,23202,2,0,0,No,14,80,,
No,1,23205,2,0,0,No,14,80,,
No,1,23208,3,0,0,No,24,80,,
No,1,23209,3,0,0,No,24,80,,
No,1,23210,3,0,0,No,24,80,,
No,1,23213,3,0,0,No,24,80,,
No,,23216,3,0,0,No,24,80,,
No,1,23217,3,0,0,No,24,80,,
No,1,23218,3,0,0,No,24,80,,
No,1,23219,3,0,0,No,24,80,,
No,10,23511,3,2,8,No,20,80,,
No,10,4293,3,2,8,No,20,80,,
No,10,4295,3,2,8,No,20,80,,
No,10,4296,3,2,8,No,20,80,,
No,10,4297,3,2,8,No,20,80,,
No,10,4301,3,2,8,No,20,80,,
No,10,4303,3,2,8,No,20,80,,
No,10,4304,3,2,8,No,20,80,,
No,1,4305,3,1,2,Yes,11,80,,
No,1,8531,3,1,2,Yes,11,80,,
No,1,8532,3,1,2,Yes,11,80,,
No,1,8534,3,1,2,Yes,11,80,,
No,1,8535,3,1,2,Yes,11,80,,
No,1,8541,3,1,2,Yes,11,80,,
No,1,8542,3,1,2,Yes,11,80,,
No,1,8544,3,1,2,Yes,11,80,,
No,1,8545,3,5,8,No,15,80,,
No,1,9396,3,5,8,No,15,80,,
No,1,9398,3,5,8,No,15,80,,
No,1,9400,3,5,8,No,15,80,,
No,1,9401,3,5,8,No,15,80,,
No,1,9404,3,5,8,No,15,80,,
No,1,9406,3,5,8,No,15,80,,
No,1,9408,3,1,2,Yes,11,80,,
No,1,9409,3,5,8,No,15,80,,
No,1,12611,3,0,7,No,15,80,,
No,6,12613,3,7,7,No,11,80,,
No,6,12614,3,7,7,No,11,80,,
No,6,12615,3,7,7,No,11,80,,
No,6,12619,3,7,7,No,11,80,,
No,6,12621,3,7,7,No,11,80,,
No,6,12622,3,7,7,No,11,80,,
No,6,12623,3,7,7,No,11,80,,
No,6,18707,3,7,7,No,11,80,,
No,6,18709,1,0,1,Yes,13,80,,
No,6,18710,1,2,2,Yes,21,80,,
No,10,18711,3,1,11,No,12,80,,
No,10,18715,3,1,11,No,12,80,,
No,10,18717,3,1,11,No,12,80,,
No,10,18718,3,1,11,No,12,80,,
No,10,18719,3,1,11,No,12,80,,
No,10,19206,3,1,11,No,12,80,,
No,10,19208,3,1,11,No,12,80,,
No,10,19210,3,1,11,No,12,80,,
No,10,19211,2,1,7,Yes,12,80,,
No,10,19214,3,0,7,No,12,80,,
No,10,19216,3,1,9,No,11,80,,
No,10,19218,3,1,9,No,11,80,,
No,10,19219,3,1,9,No,11,80,,
No,10,19394,3,1,9,No,11,80,,
No,10,19397,3,1,9,No,11,80,,
No,10,19398,3,1,9,No,11,80,,
No,10,19399,3,1,9,No,11,80,,
No,10,19402,2,0,0,No,11,80,,
No,10,19405,3,1,9,No,11,80,,
No,10,19406,3,0,7,No,11,80,,
No,2,19407,3,1,2,Yes,11,80,,
Yes,6,22999,2,7,7,Yes,12,80,3/1/2022,Jan
Yes,6,23001,2,7,7,Yes,12,80,22/8/2022,Aug
Yes,6,23003,2,7,7,Yes,12,80,31/1/2022,Jan
Yes,6,23004,2,7,7,Yes,12,80,16/11/2022,Nov
Yes,6,23007,2,7,7,Yes,12,80,27/8/2022,Aug
Yes,6,23009,2,7,7,Yes,12,80,1/2/2022,Feb
Yes,6,23011,2,7,7,Yes,12,80,28/1/2022,Jan
Yes,6,23012,2,7,7,Yes,12,80,2/1/2022,Jan
Yes,7,1495,3,1,7,No,12,80,5/6/2022,Jun
Yes,7,1497,3,1,7,No,12,80,18/4/2022,Apr
Yes,7,1499,3,1,7,No,12,80,17/1/2022,Jan
Yes,7,1500,3,1,7,No,12,80,12/1/2022,Jan
Yes,7,1504,3,1,7,No,12,80,20/3/2022,Mar
Yes,7,1506,3,1,7,No,12,80,12/8/2022,Aug
Yes,7,1507,3,1,7,No,12,80,4/8/2022,Aug
Yes,7,2785,3,1,7,No,12,80,11/3/2022,Mar
Yes,6,2787,3,0,0,Yes,21,80,25/1/2022,Jan
Yes,6,2788,3,0,0,Yes,21,80,19/8/2022,Aug
Yes,6,2789,3,0,0,Yes,21,80,20/2/2022,Feb
Yes,6,2793,3,0,0,Yes,21,80,15/3/2022,Mar
Yes,6,2795,3,0,0,Yes,21,80,26/1/2022,Jan
Yes,6,2796,3,0,0,Yes,21,80,8/5/2022,May
Yes,6,2797,3,0,0,Yes,21,80,8/4/2022,Apr
Yes,6,5592,3,0,0,Yes,21,80,13/10/2022,Oct
Yes,9,5595,3,1,2,No,19,80,5/3/2022,Mar
Yes,9,5596,3,1,2,No,19,80,3/3/2022,Mar
Yes,9,5597,3,1,2,No,19,80,24/10/2022,Oct
Yes,9,5600,3,1,2,No,19,80,12/6/2022,Jun
Yes,9,5603,3,1,2,No,19,80,21/10/2022,Oct
Yes,9,5604,3,1,2,No,19,80,10/10/2022,Oct
Yes,9,5605,3,1,2,No,19,80,6/3/2022,Mar
Yes,9,6483,3,1,2,No,19,80,9/6/2022,Jun
Yes,8,6484,2,1,2,No,13,80,19/3/2022,Mar
Yes,8,6486,2,1,2,No,13,80,26/6/2022,Jun
Yes,8,6487,2,1,2,No,13,80,11/8/2022,Aug
Yes,8,6491,2,1,2,No,13,80,18/2/2022,Feb
Yes,8,6492,2,1,2,No,13,80,28/2/2022,Feb
Yes,8,6494,2,1,2,No,13,80,20/9/2022,Sep
Yes,8,6495,2,1,2,No,13,80,3/3/2022,Mar
Yes,8,7654,2,1,2,No,13,80,9/7/2022,Jul
Yes,8,7656,3,1,2,Yes,11,80,10/11/2022,Nov
Yes,8,7657,3,1,2,Yes,11,80,24/10/2022,Oct
Yes,8,7658,3,1,2,Yes,11,80,20/7/2022,Jul
Yes,8,7662,3,1,2,Yes,11,80,27/8/2022,Aug
Yes,8,7664,3,1,2,Yes,11,80,29/6/2022,Jun
Yes,8,7665,3,1,2,Yes,11,80,30/5/2022,May
Yes,8,7666,3,1,2,Yes,11,80,21/9/2022,Sep
Yes,8,8262,3,1,2,Yes,11,80,2/10/2022,Oct
Yes,7,8265,3,0,2,Yes,21,80,3/11/2022,Nov
Yes,7,8266,3,0,2,Yes,21,80,25/5/2022,May
Yes,7,8267,3,0,2,Yes,21,80,14/9/2022,Sep
Yes,7,8270,3,0,2,Yes,21,80,29/6/2022,Jun
Yes,7,8273,3,0,2,Yes,21,80,12/3/2022,Mar
Yes,7,8274,3,0,2,Yes,21,80,1/3/2022,Mar
Yes,7,8275,3,0,2,Yes,21,80,30/8/2022,Aug
Yes,7,8839,3,0,2,Yes,21,80,1/7/2022,Jul
Yes,9,8841,2,1,0,No,19,80,13/3/2022,Mar
Yes,9,8843,2,1,0,No,19,80,3/8/2022,Aug
Yes,9,8844,2,1,0,No,19,80,3/6/2022,Jun
Yes,9,8847,2,1,0,No,19,80,17/2/2022,Feb
Yes,9,8849,2,1,0,No,19,80,27/7/2022,Jul
Yes,9,8851,2,1,0,No,19,80,18/8/2022,Aug
Yes,9,8852,2,1,0,No,19,80,23/1/2022,Jan
Yes,9,9074,2,1,0,No,19,80,19/8/2022,Aug
No,2,9077,3,0,0,No,13,80,,
No,2,9078,3,0,0,No,13,80,,
No,2,9079,3,0,0,No,13,80,,
No,2,9082,3,0,0,No,13,80,,
No,2,9085,3,0,0,No,13,80,,
No,2,9086,3,0,0,No,13,80,,
No,2,9087,3,0,0,No,13,80,,
No,26,14573,3,1,4,No,20,80,,
No,26,14575,3,1,4,No,20,80,,
No,26,14577,3,1,4,No,20,80,,
No,26,14578,3,1,4,No,20,80,,
No,26,14581,3,1,4,No,20,80,,
No,26,14583,3,1,4,No,20,80,,
No,26,14585,3,1,4,No,20,80,,
No,26,14586,3,1,4,No,20,80,,
No,26,15382,2,0,2,No,12,80,,
No,26,15384,2,0,2,No,12,80,,
No,26,15385,2,0,2,No,12,80,,
No,26,15386,2,0,2,No,12,80,,
No,26,15390,2,0,2,No,12,80,,
No,26,15392,2,0,2,No,12,80,,
No,26,15393,2,0,2,No,12,80,,
No,26,15394,2,0,2,No,12,80,,
No,1,15509,2,7,7,No,11,80,,
No,1,15511,2,7,7,No,11,80,,
No,1,15512,2,7,7,No,11,80,,
No,1,15513,2,7,7,No,11,80,,
No,1,15517,2,7,7,No,11,80,,
No,1,15519,2,7,7,No,11,80,,
No,1,15520,2,7,7,No,11,80,,
No,1,15521,2,7,7,No,11,80,,
No,20,15604,3,10,7,No,11,80,,
No,20,15606,3,10,7,No,11,80,,
No,20,15607,3,10,7,No,11,80,,
No,20,15608,3,10,7,No,11,80,,
No,20,15612,3,10,7,No,11,80,,
No,20,15614,3,10,7,No,11,80,,
No,20,15615,3,10,7,No,11,80,,
No,20,15616,3,10,7,No,11,80,,
No,4,17320,4,0,2,No,16,80,,
No,4,17323,4,0,2,No,16,80,,
No,4,17324,4,0,2,No,16,80,,
No,4,17325,4,0,2,No,16,80,,
No,4,17328,4,0,2,No,16,80,,
No,4,17331,4,0,2,No,16,80,,
No,4,17332,4,0,2,No,16,80,,
No,4,17333,4,0,2,No,16,80,,
No,9,18017,4,0,2,No,14,80,,
No,9,18020,4,0,2,No,14,80,,
No,9,18021,4,0,2,No,14,80,,
No,9,18022,4,0,2,No,14,80,,
No,9,18025,4,0,2,No,14,80,,
No,9,18028,4,0,2,No,14,80,,
No,9,18029,4,0,2,No,14,80,,
No,9,18030,4,0,2,No,14,80,,
No,10,18950,3,0,2,No,18,80,,
No,10,18951,3,0,2,No,18,80,,
No,10,18953,3,0,2,No,18,80,,
No,10,18954,3,0,2,No,18,80,,
No,10,18958,3,0,2,No,18,80,,
No,10,18959,3,0,2,No,18,80,,
No,10,18961,3,0,2,No,18,80,,
No,10,18962,3,0,2,No,18,80,,
No,1,19794,3,0,1,No,22,80,,
No,1,19797,3,0,1,No,22,80,,
No,1,19798,3,0,1,No,22,80,,
No,1,19799,3,0,1,No,22,80,,
No,1,19802,3,0,1,No,22,80,,
No,1,19805,3,0,1,No,22,80,,
No,1,19806,3,0,1,No,22,80,,
No,1,19807,3,0,1,No,22,80,,
No,4,21307,3,1,7,No,17,80,,
No,4,21309,3,1,7,No,17,80,,
No,4,21310,3,1,7,No,17,80,,
No,4,21311,3,1,7,No,17,80,,
No,4,21315,3,1,7,No,17,80,,
No,4,21317,3,1,7,No,17,80,,
No,4,21318,3,1,7,No,17,80,,
No,4,21319,3,1,7,No,17,80,,
No,9,21449,2,6,13,No,16,80,,
No,9,21450,2,6,13,No,16,80,,
No,9,21452,2,6,13,No,16,80,,
No,9,21453,2,6,13,No,16,80,,
No,9,21457,2,6,13,No,16,80,,
No,9,21458,2,6,13,No,16,80,,
No,9,21460,2,6,13,No,16,80,,
No,9,21461,2,6,13,No,16,80,,
No,10,22515,3,0,0,No,20,80,,
No,10,22518,3,0,0,No,20,80,,
No,10,22521,3,0,0,No,20,80,,
No,10,22522,3,0,0,No,20,80,,
No,10,22523,3,0,0,No,20,80,,
No,10,22526,3,0,0,No,20,80,,
No,10,22529,3,0,0,No,20,80,,
No,10,22530,3,0,0,No,20,80,,
No,20,23075,3,1,2,No,14,80,,
No,20,23077,3,1,2,No,14,80,,
No,20,23078,3,1,2,No,14,80,,
No,20,23079,3,1,2,No,14,80,,
No,20,23083,3,1,2,No,14,80,,
No,20,23085,3,1,2,No,14,80,,
No,20,23086,3,1,2,No,14,80,,
No,20,23087,3,1,2,No,14,80,,
No,10,4884,3,2,2,No,16,80,,
No,10,4886,3,2,2,No,16,80,,
No,10,4887,3,2,2,No,16,80,,
No,10,4888,3,2,2,No,16,80,,
No,10,4891,3,2,2,No,16,80,,
No,10,4893,3,2,2,No,16,80,,
No,10,4894,3,2,2,No,16,80,,
No,10,4895,3,2,2,No,16,80,,
No,4,6116,3,6,11,No,24,80,,
No,4,6117,3,6,11,No,24,80,,
No,4,6119,3,6,11,No,24,80,,
No,4,6120,3,6,11,No,24,80,,
No,4,6123,3,6,11,No,24,80,,
No,4,6124,3,6,11,No,24,80,,
No,4,6126,3,6,11,No,24,80,,
No,4,6127,3,6,11,No,24,80,,
No,4,7120,1,1,2,No,13,80,,
No,4,7122,1,1,2,No,13,80,,
No,4,7124,1,1,2,No,13,80,,
No,4,7125,1,1,2,No,13,80,,
No,4,7128,1,1,2,No,13,80,,
No,4,7130,1,1,2,No,13,80,,
No,4,7132,1,1,2,No,13,80,,
No,4,7133,1,1,2,No,13,80,,
No,12,9333,3,0,7,No,21,80,,
No,12,9335,3,0,7,No,21,80,,
No,12,9336,3,0,7,No,21,80,,
No,12,9337,3,0,7,No,21,80,,
No,12,9341,3,0,7,No,21,80,,
No,12,9343,3,0,7,No,21,80,,
No,12,9344,3,0,7,No,21,80,,
No,12,9345,3,0,7,No,21,80,,
No,2,10697,3,1,0,Yes,13,80,,
No,2,10699,3,1,0,Yes,13,80,,
No,2,10701,3,1,0,Yes,13,80,,
No,2,10702,3,1,0,Yes,13,80,,
No,2,10705,3,1,0,Yes,13,80,,
No,2,10708,3,1,0,Yes,13,80,,
No,2,10710,3,1,0,Yes,13,80,,
No,2,10711,3,1,0,Yes,13,80,,
No,12,13784,4,1,4,No,13,80,,
No,12,13786,4,1,4,No,13,80,,
No,12,13788,4,1,4,No,13,80,,
No,12,13789,4,1,4,No,13,80,,
No,12,13792,4,1,4,No,13,80,,
No,12,13794,4,1,4,No,13,80,,
No,12,13796,4,1,4,No,13,80,,
No,12,13797,4,1,4,No,13,80,,
No,10,19113,2,4,14,No,11,80,,
No,10,19115,2,4,14,No,11,80,,
No,10,19116,2,4,14,No,11,80,,
No,10,19117,2,4,14,No,11,80,,
No,10,19121,2,4,14,No,11,80,,
No,10,19123,2,4,14,No,11,80,,
No,10,19124,2,4,14,No,11,80,,
No,10,19125,2,4,14,No,11,80,,
Yes,3,20347,3,0,4,No,19,80,7/11/2022,Nov
Yes,3,20349,3,0,4,No,19,80,4/4/2022,Apr
Yes,3,20351,3,0,4,No,19,80,19/4/2022,Apr
Yes,3,20352,3,0,4,No,19,80,23/4/2022,Apr
Yes,3,20355,3,0,4,No,19,80,8/8/2022,Aug
Yes,3,20357,3,0,4,No,19,80,13/7/2022,Jul
Yes,3,20359,3,0,4,No,19,80,30/5/2022,May
Yes,3,20360,3,0,4,No,19,80,12/2/2022,Feb
Yes,3,21400,2,0,4,Yes,13,80,8/9/2022,Sep
Yes,3,21402,2,0,4,Yes,13,80,17/4/2022,Apr
Yes,3,21404,2,0,4,Yes,13,80,16/8/2022,Aug
Yes,3,21405,2,0,4,Yes,13,80,26/4/2022,Apr
Yes,3,21408,2,0,4,Yes,13,80,14/1/2022,Jan
Yes,3,21410,2,0,4,Yes,13,80,23/8/2022,Aug
Yes,3,21412,2,0,4,Yes,13,80,25/8/2022,Aug
Yes,3,21413,2,0,4,Yes,13,80,3/6/2022,Jun
Yes,4,22054,3,1,2,No,16,80,11/10/2022,Oct
Yes,4,22055,3,1,2,No,16,80,11/8/2022,Aug
Yes,4,22057,3,1,2,No,16,80,14/6/2022,Jun
Yes,4,22058,3,1,2,No,16,80,21/9/2022,Sep
Yes,4,22062,3,1,2,No,16,80,1/5/2022,May
Yes,4,22063,3,1,2,No,16,80,11/11/2022,Nov
Yes,4,22065,3,1,2,No,16,80,15/5/2022,May
Yes,4,22066,3,1,2,No,16,80,8/5/2022,May
Yes,7,343,3,0,2,No,21,80,24/2/2022,Feb
Yes,7,381,3,0,2,No,21,80,24/10/2022,Oct
Yes,7,383,3,0,2,No,21,80,16/10/2022,Oct
Yes,7,385,3,0,2,No,21,80,10/1/2022,Jan
Yes,7,386,3,0,2,No,21,80,31/8/2022,Aug
Yes,7,389,3,0,2,No,21,80,20/5/2022,May
Yes,7,390,3,0,2,No,21,80,15/5/2022,May
Yes,7,391,3,0,2,No,21,80,27/4/2022,Apr
Yes,3,393,4,0,2,Yes,19,80,25/7/2022,Jul
Yes,3,395,4,0,2,Yes,19,80,1/5/2022,May
Yes,3,396,4,0,2,Yes,19,80,13/5/2022,May
Yes,3,1844,4,0,2,Yes,19,80,2/9/2022,Sep
Yes,3,1846,4,0,2,Yes,19,80,14/6/2022,Jun
Yes,3,1848,4,0,2,Yes,19,80,18/4/2022,Apr
Yes,3,1849,4,0,2,Yes,19,80,1/2/2022,Feb
Yes,3,1853,4,0,2,Yes,19,80,3/8/2022,Aug
Yes,3,1855,3,0,0,Yes,11,80,14/2/2022,Feb
Yes,3,1856,3,0,0,Yes,11,80,6/1/2022,Jan
Yes,3,1891,3,0,0,Yes,11,80,30/8/2022,Aug
Yes,3,1892,3,0,0,Yes,11,80,14/11/2022,Nov
Yes,3,1894,3,0,0,Yes,11,80,24/8/2022,Aug
Yes,3,1895,3,0,0,Yes,11,80,3/3/2022,Mar
Yes,3,1898,3,0,0,Yes,11,80,16/7/2022,Jul
Yes,3,1899,3,0,0,Yes,11,80,9/8/2022,Aug
Yes,8,1901,3,0,0,No,14,80,31/5/2022,May
Yes,8,1902,3,0,0,No,14,80,30/1/2022,Jan
Yes,8,2144,3,0,0,No,14,80,12/3/2022,Mar
Yes,8,2146,3,0,0,No,14,80,14/10/2022,Oct
Yes,8,2148,3,0,0,No,14,80,21/3/2022,Mar
Yes,8,2149,3,0,0,No,14,80,10/9/2022,Sep
Yes,8,2152,3,0,0,No,14,80,26/8/2022,Aug
Yes,8,2154,3,0,0,No,14,80,2/2/2022,Feb
Yes,8,2156,3,0,0,Yes,17,80,19/10/2022,Oct
Yes,8,2157,3,0,0,Yes,17,80,7/8/2022,Aug
Yes,8,2643,3,0,0,Yes,17,80,30/3/2022,Mar
Yes,8,2646,3,0,0,Yes,17,80,15/11/2022,Nov
Yes,8,2647,3,0,0,Yes,17,80,21/4/2022,Apr
Yes,8,2648,3,0,0,Yes,17,80,31/3/2022,Mar
Yes,8,2651,3,0,0,Yes,17,80,8/5/2022,May
Yes,8,2653,3,0,0,Yes,17,80,1/2/2022,Feb
Yes,7,2654,3,0,0,Yes,23,80,6/3/2022,Mar
Yes,7,2655,3,0,0,Yes,23,80,10/6/2022,Jun
Yes,7,3379,3,0,0,Yes,23,80,19/3/2022,Mar
Yes,7,3381,3,0,0,Yes,23,80,9/7/2022,Jul
Yes,7,3383,3,0,0,Yes,23,80,4/11/2022,Nov
Yes,7,3384,3,0,0,Yes,23,80,20/3/2022,Mar
Yes,7,3387,3,0,0,Yes,23,80,23/4/2022,Apr
Yes,7,3389,3,0,0,Yes,23,80,24/5/2022,May
Yes,4,3391,3,0,0,No,12,80,27/4/2022,Apr
Yes,4,3392,3,0,0,No,12,80,27/5/2022,May
Yes,4,4571,3,0,0,No,12,80,9/4/2022,Apr
Yes,4,4572,3,0,0,No,12,80,8/7/2022,Jul
Yes,4,4574,3,0,0,No,12,80,1/5/2022,May
Yes,4,4575,3,0,0,No,12,80,3/11/2022,Nov
Yes,4,4579,3,0,0,No,12,80,1/9/2022,Sep
Yes,4,4580,3,0,0,No,12,80,12/1/2022,Jan
No,15,4582,3,0,0,No,15,80,,
No,16,4583,2,0,0,Yes,13,80,,
No,16,5279,2,0,0,Yes,13,80,,
No,16,5281,2,0,0,Yes,13,80,,
No,16,5282,2,0,0,Yes,13,80,,
No,16,5283,2,0,0,Yes,13,80,,
No,16,5287,3,1,0,No,14,80,,
No,16,5289,3,0,4,No,13,80,,
No,16,5290,2,0,0,Yes,13,80,,
No,16,5291,2,0,0,Yes,13,80,,
No,16,6199,2,0,0,Yes,13,80,,
No,15,6201,3,0,0,No,15,80,,
No,15,6203,3,0,0,No,15,80,,
No,15,6204,3,0,0,No,15,80,,
No,15,6207,3,0,0,No,15,80,,
No,15,6209,3,0,0,No,15,80,,
No,15,6211,3,0,0,No,15,80,,
No,15,6212,3,0,0,No,15,80,,
