Age,BusinessTravel,Education,EducationField,EmployeeNumber,Gender,MaritalStatus,TotalWorkingYears,NumCompaniesWorked,Over18
59,Travel_Rarely,4,Life Sciences,6000,Male,Married,10,0,Y
46,Travel_Rarely,4,Life Sciences,6531,Male,Married,10,2,Y
44,Travel_Rarely,4,Life Sciences,6532,Male,Married,10,0,Y
53,Travel_Rarely,4,Life Sciences,6534,Male,Married,10,2,Y
49,Travel_Rarely,4,Life Sciences,6535,Male,Married,10,0,Y
30,Travel_Rarely,4,Life Sciences,6539,Male,Married,10,2,Y
31,Travel_Rarely,4,Life Sciences,6540,Male,Married,10,0,Y
25,Travel_Rarely,3,Medical,6542,Male,Single,6,6,Y
52,Travel_Rarely,3,Life Sciences,6543,Male,Single,6,2,Y
35,Travel_Rarely,3,Medical,10646,Male,Single,6,6,Y
32,Travel_Rarely,3,Life Sciences,10649,Male,Single,6,2,Y
52,Travel_Rarely,3,Medical,10650,Male,Single,6,6,Y
58,Travel_Rarely,3,Life Sciences,10651,Male,Single,6,2,Y
23,Travel_Rarely,3,Medical,10654,Male,Single,6,6,Y
19,Travel_Rarely,3,Life Sciences,10658,Male,Single,6,2,Y
25,Travel_Frequently,1,Medical,10659,Male,Married,11,2,Y
22,Travel_Rarely,3,Life Sciences,10660,Female,Divorced,19,4,Y
50,Travel_Rarely,3,Medical,12285,Female,Divorced,19,3,Y
58,Travel_Rarely,3,Life Sciences,12287,Female,Divorced,19,4,Y
20,Travel_Rarely,3,Medical,12288,Female,Divorced,19,3,Y
41,Travel_Rarely,3,Life Sciences,12289,Female,Divorced,19,4,Y
32,Travel_Rarely,3,Medical,12293,Female,Divorced,19,3,Y
47,Travel_Rarely,3,Life Sciences,12295,Female,Divorced,19,4,Y
30,Travel_Rarely,3,Medical,12296,Female,Divorced,19,3,Y
43,Travel_Rarely,3,Life Sciences,12297,Male,Divorced,12,0,Y
43,Travel_Rarely,3,Medical,12466,Male,Divorced,12,2,Y
48,Travel_Rarely,3,Life Sciences,12468,Male,Divorced,12,0,Y
45,Travel_Rarely,3,Medical,12470,Male,Divorced,12,2,Y
37,Travel_Rarely,3,Life Sciences,12471,Male,Divorced,12,0,Y
46,Travel_Rarely,3,Medical,12474,Male,Divorced,12,2,Y
57,Travel_Rarely,3,Life Sciences,12476,Male,Divorced,12,0,Y
53,Travel_Rarely,3,Medical,12478,Male,Divorced,12,2,Y
21,Travel_Frequently,1,Technical Degree,12479,Female,Single,3,1,Y
29,Travel_Frequently,1,Life Sciences,14657,Female,Single,3,8,Y
32,Travel_Frequently,1,Technical Degree,14660,Female,Single,3,1,Y
26,Travel_Frequently,1,Life Sciences,14661,Female,Single,3,8,Y
27,Travel_Frequently,1,Technical Degree,14662,Female,Single,3,1,Y
35,Travel_Frequently,1,Life Sciences,14665,Female,Single,3,8,Y
23,Travel_Frequently,1,Technical Degree,14668,Female,Single,3,1,Y
26,Travel_Frequently,1,Life Sciences,14669,Female,Single,3,8,Y
32,Travel_Rarely,3,Life Sciences,14670,Female,Single,1,1,Y
33,Travel_Rarely,3,Medical,20315,Female,Single,1,9,Y
53,Travel_Rarely,3,Life Sciences,20317,Female,Single,1,1,Y
27,Travel_Rarely,3,Medical,20319,Female,Single,1,9,Y
27,Travel_Rarely,3,Life Sciences,20320,Female,Single,1,1,Y
39,Travel_Rarely,3,Medical,20323,Female,Single,1,9,Y
55,Travel_Rarely,3,Life Sciences,20325,Female,Single,1,1,Y
28,Travel_Rarely,3,Medical,20327,Female,Single,1,9,Y
45,Travel_Frequently,2,Life Sciences,20328,Male,Divorced,10,1,Y
29,Travel_Frequently,2,Medical,20620,Male,Divorced,10,1,Y
24,Travel_Frequently,2,Life Sciences,20622,Male,Divorced,10,1,Y
45,Travel_Frequently,2,Medical,20623,Male,Divorced,10,1,Y
30,Travel_Frequently,2,Life Sciences,20624,Male,Divorced,10,1,Y
47,Travel_Frequently,2,Medical,20628,Male,Divorced,10,1,Y
49,Travel_Frequently,2,Life Sciences,20630,Male,Divorced,10,1,Y
33,Travel_Frequently,2,Medical,20631,Male,Divorced,10,1,Y
19,Travel_Rarely,1,Other,20632,Female,Single,1,1,Y
28,Travel_Rarely,1,Medical,21887,Female,Single,1,3,Y
47,Travel_Rarely,1,Other,21888,Female,Single,1,1,Y
48,Travel_Rarely,1,Medical,21890,Female,Single,1,3,Y
53,Travel_Rarely,1,Other,21891,Female,Single,1,1,Y
40,Travel_Rarely,1,Medical,21895,Female,Single,1,3,Y
22,Travel_Rarely,1,Other,21896,Female,Single,1,1,Y
20,Travel_Rarely,1,Medical,21898,Female,Single,1,3,Y
53,Travel_Rarely,1,Marketing,21899,Male,Married,29,2,Y
38,Travel_Rarely,1,Marketing,489,Male,Married,29,2,Y
42,Travel_Rarely,1,Marketing,492,Male,Married,29,2,Y
31,Travel_Rarely,1,Marketing,493,Male,Married,29,2,Y
37,Travel_Rarely,1,Marketing,494,Male,Married,29,2,Y
50,Travel_Rarely,1,Marketing,497,Male,Married,29,2,Y
21,Travel_Rarely,1,Marketing,498,Male,Married,29,2,Y
37,Travel_Rarely,1,Marketing,499,Male,Married,29,2,Y
33,Travel_Rarely,3,Life Sciences,502,Female,Single,1,1,Y
27,Travel_Rarely,3,Medical,503,Female,Single,1,1,Y
23,Travel_Rarely,3,Life Sciences,504,Female,Single,1,1,Y
30,Travel_Rarely,3,Medical,808,Female,Single,1,1,Y
21,Travel_Rarely,3,Life Sciences,809,Female,Single,1,1,Y
25,Travel_Rarely,3,Medical,811,Female,Single,1,1,Y
34,Travel_Rarely,3,Life Sciences,812,Female,Single,1,1,Y
39,Travel_Rarely,3,Medical,816,Female,Single,1,1,Y
19,Travel_Frequently,2,Life Sciences,817,Female,Single,2,1,Y
29,Travel_Frequently,2,Medical,819,Female,Single,2,1,Y
37,Travel_Frequently,2,Life Sciences,820,Female,Single,2,1,Y
27,Travel_Frequently,2,Medical,4474,Female,Single,2,1,Y
36,Travel_Frequently,2,Life Sciences,4476,Female,Single,2,1,Y
32,Travel_Frequently,2,Medical,4478,Female,Single,2,1,Y
33,Travel_Frequently,2,Life Sciences,4479,Female,Single,2,1,Y
25,Travel_Frequently,2,Medical,4482,Female,Single,2,1,Y
43,Travel_Rarely,1,Marketing,4484,Male,Single,1,1,Y
32,Travel_Rarely,1,Marketing,4486,Male,Single,1,9,Y
40,Travel_Rarely,1,Marketing,4487,Male,Single,1,1,Y
45,Travel_Rarely,1,Marketing,5860,Male,Single,1,9,Y
28,Travel_Rarely,1,Marketing,5863,Male,Single,1,1,Y
44,Travel_Rarely,1,Marketing,5864,Male,Single,1,9,Y
33,Travel_Rarely,1,Marketing,5865,Male,Single,1,1,Y
31,Travel_Rarely,1,Marketing,5868,Male,Single,1,9,Y
30,Travel_Rarely,1,Other,5871,Male,Married,11,4,Y
27,Travel_Rarely,1,Medical,5872,Male,Married,11,1,Y
22,Travel_Rarely,1,Other,5873,Male,Married,11,4,Y
42,Travel_Rarely,1,Medical,7943,Male,Married,11,1,Y
30,Travel_Rarely,1,Other,7946,Male,Married,11,4,Y
26,Travel_Rarely,1,Medical,7947,Male,Married,11,1,Y
33,Travel_Rarely,1,Other,7948,Male,Married,11,4,Y
20,Travel_Rarely,1,Medical,7951,Male,Married,11,1,Y
26,Travel_Frequently,1,Technical Degree,7954,Female,Single,6,3,Y
30,Travel_Frequently,1,Life Sciences,7955,Female,Single,6,4,Y
32,Travel_Frequently,1,Technical Degree,7956,Female,Single,6,3,Y
36,Travel_Frequently,1,Life Sciences,13071,Female,Single,6,4,Y
33,Travel_Frequently,1,Technical Degree,13073,Female,Single,6,3,Y
43,Travel_Frequently,1,Life Sciences,13075,Female,Single,6,4,Y
31,Travel_Frequently,1,Technical Degree,13076,Female,Single,6,3,Y
44,Travel_Frequently,1,Life Sciences,13079,Female,Single,6,4,Y
41,Travel_Rarely,2,Life Sciences,13081,Male,Single,0,1,Y
37,Travel_Rarely,2,Medical,13083,Male,Single,0,3,Y
54,Travel_Rarely,2,Life Sciences,13084,Male,Single,0,1,Y
21,Travel_Rarely,2,Medical,14214,Male,Single,0,3,Y
40,Travel_Rarely,2,Life Sciences,14215,Male,Single,0,1,Y
26,Travel_Rarely,2,Life Sciences,14217,Male,Married,11,1,Y
34,Travel_Rarely,2,Life Sciences,14218,Male,Divorced,13,1,Y
32,Travel_Rarely,2,Medical,14222,Male,Single,0,3,Y
58,Travel_Rarely,2,Life Sciences,14223,Male,Single,0,1,Y
45,Travel_Rarely,2,Medical,14225,Male,Single,0,3,Y
45,Travel_Rarely,2,Life Sciences,14226,Male,Single,1,1,Y
18,Travel_Rarely,2,Medical,14674,Male,Single,1,1,Y
27,Travel_Rarely,2,Life Sciences,14676,Male,Single,1,1,Y
28,Travel_Rarely,2,Medical,14677,Male,Single,1,1,Y
28,Travel_Rarely,2,Life Sciences,14678,Male,Single,1,1,Y
26,Travel_Rarely,2,Medical,14682,Male,Single,1,1,Y
44,Travel_Rarely,2,Life Sciences,14684,Male,Single,1,1,Y
58,Travel_Rarely,2,Medical,14685,Male,Single,1,1,Y
54,Travel_Rarely,2,Life Sciences,14686,Male,Single,1,1,Y
45,Travel_Rarely,2,Medical,18357,Male,Single,1,1,Y
38,Travel_Rarely,2,Life Sciences,18358,Male,Single,1,1,Y
51,Travel_Rarely,2,Medical,18360,Male,Single,3,1,Y
19,Travel_Rarely,2,Life Sciences,18361,Male,Single,3,2,Y
34,Travel_Rarely,2,Medical,18364,Male,Single,3,1,Y
41,Travel_Rarely,2,Life Sciences,18365,Male,Single,3,2,Y
35,Travel_Rarely,2,Medical,18367,Male,Single,3,1,Y
24,Travel_Rarely,2,Life Sciences,18368,Male,Single,3,2,Y
40,Travel_Rarely,2,Medical,18409,Male,Single,3,1,Y
23,Travel_Rarely,2,Life Sciences,18412,Male,Single,3,2,Y
31,Non-Travel,2,Medical,18413,Male,Single,3,1,Y
34,Non-Travel,2,Medical,18414,Male,Single,3,9,Y
26,Non-Travel,2,Medical,18417,Male,Single,3,1,Y
32,Non-Travel,2,Medical,18420,Male,Single,3,9,Y
33,Non-Travel,2,Medical,18421,Male,Single,3,1,Y
43,Non-Travel,2,Medical,18422,Male,Single,3,9,Y
45,Non-Travel,2,Medical,19921,Male,Single,3,1,Y
28,Non-Travel,2,Medical,19922,Male,Single,3,9,Y
21,Travel_Rarely,1,Technical Degree,19924,Male,Single,3,1,Y
25,Travel_Rarely,1,Other,19925,Male,Single,3,9,Y
57,Travel_Rarely,1,Technical Degree,19929,Male,Single,3,1,Y
25,Travel_Rarely,1,Other,19930,Male,Single,3,9,Y
23,Travel_Rarely,1,Technical Degree,19932,Male,Single,3,1,Y
22,Travel_Rarely,1,Other,19933,Male,Single,3,9,Y
49,Travel_Rarely,1,Technical Degree,22150,Male,Single,3,1,Y
46,Travel_Rarely,1,Other,22152,Male,Single,3,9,Y
52,Travel_Rarely,1,Technical Degree,22153,Female,Single,2,1,Y
48,Travel_Rarely,1,Life Sciences,22154,Female,Single,2,2,Y
42,Travel_Rarely,1,Technical Degree,22158,Female,Single,2,1,Y
54,Travel_Rarely,1,Life Sciences,22160,Female,Single,2,2,Y
34,Travel_Rarely,1,Technical Degree,22161,Female,Single,2,1,Y
37,Travel_Rarely,1,Life Sciences,22162,Female,Single,2,2,Y
21,Travel_Rarely,1,Technical Degree,22516,Female,Single,2,1,Y
47,Travel_Rarely,1,Life Sciences,22519,Female,Single,2,2,Y
38,Travel_Rarely,2,Medical,22520,Female,Married,20,3,Y
33,Travel_Rarely,2,Life Sciences,22524,Female,Married,20,2,Y
33,Travel_Rarely,2,Medical,22525,Female,Married,20,3,Y
50,Travel_Rarely,2,Life Sciences,22527,Female,Married,20,2,Y
35,Travel_Rarely,2,Medical,22528,Female,Married,20,3,Y
58,Travel_Rarely,2,Life Sciences,22968,Female,Married,20,2,Y
42,Travel_Rarely,2,Medical,22970,Female,Married,20,3,Y
42,Travel_Rarely,2,Life Sciences,22972,Female,Married,20,2,Y
44,Non-Travel,2,Medical,22973,Female,Married,26,2,Y
35,Non-Travel,2,Medical,22976,Female,Married,26,1,Y
25,Non-Travel,2,Medical,22978,Female,Married,26,2,Y
60,Non-Travel,2,Medical,22980,Female,Married,26,1,Y
33,Non-Travel,2,Medical,22981,Female,Married,26,2,Y
46,Non-Travel,2,Medical,22517,Female,Married,26,1,Y
31,Non-Travel,2,Medical,3105,Female,Married,26,2,Y
43,Non-Travel,2,Medical,3734,Female,Married,26,1,Y
50,Travel_Rarely,1,Medical,3736,Male,Divorced,7,1,Y
20,Travel_Rarely,1,Life Sciences,3739,Male,Divorced,7,1,Y
20,Travel_Rarely,1,Medical,3740,Male,Divorced,7,1,Y
30,Travel_Rarely,1,Life Sciences,3742,Male,Divorced,7,1,Y
22,Travel_Rarely,1,Medical,3744,Male,Divorced,7,1,Y
51,Travel_Rarely,1,Life Sciences,3747,Male,Divorced,7,1,Y
30,Travel_Rarely,1,Medical,3748,Male,Divorced,7,1,Y
33,Travel_Rarely,1,Life Sciences,8071,Male,Divorced,7,1,Y
34,Travel_Rarely,1,Medical,8074,Male,Single,3,1,Y
32,Travel_Rarely,1,Life Sciences,8077,Male,Single,3,3,Y
43,Travel_Rarely,1,Medical,8078,Male,Single,3,1,Y
58,Travel_Rarely,1,Life Sciences,8079,Male,Single,3,3,Y
32,Travel_Rarely,1,Medical,8082,Male,Single,3,1,Y
49,Travel_Rarely,1,Life Sciences,8085,Male,Single,3,3,Y
42,Travel_Rarely,1,Medical,8086,Male,Single,3,1,Y
32,Travel_Rarely,1,Life Sciences,11789,Male,Single,3,3,Y
52,Travel_Rarely,1,Medical,11790,Female,Divorced,6,6,Y
36,Travel_Rarely,1,Life Sciences,11792,Female,Divorced,6,0,Y
47,Travel_Rarely,1,Medical,11793,Female,Divorced,6,6,Y
60,Travel_Rarely,1,Life Sciences,11797,Female,Divorced,6,0,Y
22,Travel_Rarely,1,Medical,11798,Female,Divorced,6,6,Y
18,Travel_Rarely,1,Life Sciences,11800,Female,Divorced,6,0,Y
52,Travel_Rarely,1,Medical,14621,Female,Divorced,6,6,Y
51,Travel_Rarely,1,Life Sciences,14624,Female,Divorced,6,0,Y
32,Travel_Rarely,1,Technical Degree,14627,Male,Divorced,9,1,Y
44,Travel_Rarely,1,Other,14628,Male,Divorced,9,7,Y
60,Travel_Rarely,1,Technical Degree,14629,Male,Divorced,9,1,Y
52,Travel_Rarely,1,Other,14632,Male,Divorced,9,7,Y
42,Travel_Rarely,1,Technical Degree,14635,Male,Divorced,9,1,Y
28,Travel_Rarely,1,Other,14636,Male,Divorced,9,7,Y
47,Travel_Rarely,1,Technical Degree,190,Male,Divorced,9,1,Y
41,Travel_Rarely,1,Other,191,Male,Divorced,9,7,Y
58,Travel_Rarely,1,Technical Degree,254,Male,Single,5,1,Y
33,Travel_Rarely,1,Technical Degree,1082,Male,Single,5,1,Y
35,Travel_Rarely,1,Life Sciences,1084,Male,Single,5,1,Y
52,Travel_Rarely,1,Technical Degree,1087,Male,Single,5,1,Y
19,Travel_Rarely,1,Life Sciences,1088,Male,Single,5,1,Y
30,Travel_Rarely,1,Technical Degree,1090,Male,Single,5,1,Y
48,Travel_Rarely,1,Life Sciences,1092,Male,Single,5,1,Y
31,Travel_Rarely,1,Medical,1095,Male,Single,2,1,Y
23,Travel_Rarely,1,Life Sciences,1096,Male,Single,2,9,Y
19,Travel_Rarely,1,Medical,1211,Male,Single,2,1,Y
56,Travel_Rarely,1,Life Sciences,1213,Male,Single,2,9,Y
38,Travel_Rarely,1,Medical,1215,Male,Single,2,1,Y
44,Travel_Rarely,1,Life Sciences,1216,Male,Single,2,9,Y
19,Travel_Rarely,1,Medical,1220,Male,Single,2,1,Y
30,Travel_Rarely,1,Life Sciences,1222,Male,Single,2,9,Y
38,Travel_Rarely,1,Life Sciences,1223,Male,Single,5,1,Y
44,Travel_Rarely,1,Life Sciences,1361,Male,Married,27,7,Y
33,Travel_Frequently,4,Life Sciences,1363,Female,Single,10,1,Y
25,Travel_Frequently,4,Technical Degree,1367,Female,Single,10,7,Y
24,Travel_Frequently,4,Life Sciences,1368,Female,Single,10,1,Y
34,Travel_Frequently,4,Technical Degree,1370,Female,Single,10,7,Y
34,Travel_Frequently,4,Life Sciences,1374,Female,Single,10,1,Y
25,Travel_Frequently,4,Technical Degree,1375,Female,Single,10,7,Y
19,Travel_Frequently,4,Life Sciences,1615,Female,Single,10,1,Y
26,Travel_Frequently,4,Technical Degree,1617,Female,Single,10,7,Y
45,Travel_Frequently,4,Life Sciences,1620,Female,Married,5,2,Y
43,Travel_Frequently,4,Technical Degree,1621,Female,Married,5,7,Y
39,Travel_Frequently,4,Life Sciences,1623,Female,Married,5,2,Y
34,Travel_Frequently,4,Technical Degree,1625,Female,Married,5,7,Y
31,Travel_Frequently,4,Life Sciences,1628,Female,Married,5,2,Y
34,Travel_Frequently,4,Technical Degree,1629,Female,Married,5,7,Y
28,Travel_Frequently,4,Life Sciences,1723,Female,Married,5,2,Y
38,Travel_Frequently,4,Technical Degree,1725,Female,Married,5,7,Y
32,Travel_Rarely,3,Marketing,1728,Male,Single,27,7,Y
26,Travel_Rarely,3,Life Sciences,1729,Male,Single,27,0,Y
32,Travel_Rarely,3,Marketing,1730,Male,Single,27,7,Y
26,Travel_Rarely,3,Life Sciences,1732,Male,Single,27,0,Y
35,Travel_Rarely,3,Marketing,1735,Male,Single,27,7,Y
47,Travel_Rarely,3,Life Sciences,1736,Male,Single,27,0,Y
46,Travel_Rarely,3,Life Sciences,2161,Male,Single,27,0,Y
45,Travel_Rarely,3,Marketing,2162,Female,Single,26,2,Y
34,Travel_Rarely,3,Life Sciences,2164,Female,Single,26,1,Y
53,Travel_Rarely,3,Marketing,2165,Female,Single,26,2,Y
34,Travel_Rarely,3,Life Sciences,2169,Female,Single,26,1,Y
59,Travel_Rarely,3,Marketing,2170,Female,Single,26,2,Y
59,Travel_Rarely,3,Life Sciences,2172,Female,Single,26,1,Y
52,Travel_Rarely,3,Marketing,2173,Female,Single,26,2,Y
37,Travel_Rarely,3,Life Sciences,2351,Female,Single,26,1,Y
49,Non-Travel,3,Life Sciences,2354,Male,Single,16,0,Y
50,Travel_Rarely,3,Life Sciences,2357,Male,Single,8,3,Y
57,Travel_Frequently,3,Life Sciences,2358,Female,Single,9,4,Y
58,Travel_Rarely,3,Life Sciences,2359,Male,Divorced,7,1,Y
50,Travel_Rarely,3,Marketing,2362,Male,Divorced,7,1,Y
33,Travel_Rarely,3,Life Sciences,2365,Male,Divorced,7,1,Y
44,Travel_Rarely,3,Marketing,2538,Male,Divorced,7,1,Y
50,Travel_Rarely,3,Life Sciences,2540,Male,Divorced,7,1,Y
44,Travel_Rarely,3,Marketing,2544,Male,Divorced,7,1,Y
41,Travel_Rarely,3,Life Sciences,2545,Male,Divorced,7,1,Y
32,Travel_Rarely,3,Marketing,2546,Male,Divorced,7,1,Y
43,Travel_Rarely,3,Life Sciences,2547,Male,Divorced,25,2,Y
37,Travel_Rarely,3,Marketing,2551,Male,Divorced,25,3,Y
41,Travel_Rarely,3,Life Sciences,2552,Male,Divorced,25,2,Y
51,Travel_Rarely,3,Marketing,2599,Male,Divorced,25,3,Y
24,Travel_Rarely,3,Marketing,2600,Male,Divorced,25,3,Y
23,Travel_Rarely,3,Life Sciences,2602,Male,Divorced,25,2,Y
29,Travel_Rarely,3,Marketing,2603,Male,Divorced,25,3,Y
45,Travel_Rarely,4,Other,2607,Male,Married,17,4,Y
31,Travel_Rarely,4,Marketing,2609,Male,Married,17,2,Y
36,Travel_Rarely,4,Other,2610,Male,Married,17,4,Y
52,Travel_Rarely,4,Marketing,2864,Male,Married,17,2,Y
45,Travel_Rarely,4,Marketing,2866,Male,Married,17,2,Y
51,Travel_Rarely,4,Other,2870,Male,Married,17,4,Y
40,Travel_Rarely,4,Marketing,2871,Male,Married,17,2,Y
37,Travel_Rarely,3,Life Sciences,2872,Male,Single,12,1,Y
24,Travel_Rarely,3,Medical,2874,Male,Single,12,6,Y
32,Travel_Rarely,3,Life Sciences,2878,Male,Single,12,1,Y
44,Travel_Rarely,3,Medical,2879,Male,Single,12,6,Y
48,Travel_Rarely,3,Life Sciences,3106,Male,Single,12,1,Y
58,Travel_Rarely,3,Medical,3125,Male,Single,12,6,Y
60,Travel_Rarely,3,Life Sciences,3127,Male,Single,12,1,Y
39,Travel_Rarely,3,Medical,3128,Male,Single,12,6,Y
36,Travel_Rarely,2,Life Sciences,3129,Male,Single,1,1,Y
56,Travel_Rarely,2,Life Sciences,3133,Male,Single,1,3,Y
32,Travel_Rarely,2,Life Sciences,3135,Male,Single,1,1,Y
39,Travel_Rarely,2,Life Sciences,3136,Male,Single,1,3,Y
53,Travel_Rarely,2,Life Sciences,3137,Male,Single,1,1,Y
49,Travel_Rarely,2,Life Sciences,3188,Male,Single,1,3,Y
29,Travel_Rarely,2,Life Sciences,3190,Male,Single,1,1,Y
30,Travel_Rarely,2,Life Sciences,3192,Male,Single,1,3,Y
36,Travel_Frequently,4,Life Sciences,3193,Female,Married,16,1,Y
41,Travel_Frequently,4,Marketing,3196,Female,Married,16,1,Y
47,Travel_Frequently,4,Life Sciences,3198,Female,Married,16,1,Y
34,Travel_Frequently,4,Marketing,3200,Female,Married,16,1,Y
44,Travel_Frequently,4,Life Sciences,3201,Female,Married,16,1,Y
40,Travel_Frequently,4,Marketing,3573,Female,Married,16,1,Y
40,Travel_Frequently,4,Life Sciences,3575,Female,Married,16,1,Y
37,Travel_Frequently,4,Marketing,3579,Female,Married,16,1,Y
41,Travel_Rarely,3,Medical,3580,Male,Single,9,5,Y
57,Travel_Rarely,3,Technical Degree,3581,Male,Single,9,4,Y
26,Travel_Rarely,3,Medical,3583,Male,Single,9,5,Y
38,Travel_Rarely,3,Technical Degree,3587,Male,Single,9,4,Y
39,Travel_Rarely,3,Medical,3588,Male,Single,9,5,Y
51,Travel_Rarely,3,Technical Degree,3989,Male,Single,9,4,Y
29,Travel_Rarely,3,Medical,3991,Male,Single,9,5,Y
56,Travel_Rarely,3,Life Sciences,3995,Male,Divorced,20,8,Y
26,Travel_Rarely,3,Medical,3996,Male,Divorced,20,1,Y
60,Travel_Rarely,3,Life Sciences,3997,Male,Divorced,20,8,Y
55,Travel_Rarely,3,Medical,3999,Male,Divorced,20,1,Y
59,Travel_Rarely,3,Life Sciences,4003,Male,Divorced,20,8,Y
57,Travel_Rarely,3,Medical,4004,Male,Divorced,20,1,Y
55,Travel_Rarely,3,Life Sciences,4069,Male,Divorced,20,8,Y
40,Travel_Rarely,3,Medical,4072,Male,Divorced,20,1,Y
56,Travel_Frequently,3,Life Sciences,4073,Female,Married,9,4,Y
35,Travel_Frequently,3,Marketing,4074,Female,Married,9,3,Y
27,Travel_Frequently,3,Life Sciences,4077,Female,Married,9,4,Y
33,Travel_Frequently,3,Marketing,4080,Female,Married,9,3,Y
55,Travel_Frequently,3,Marketing,4081,Female,Married,9,3,Y
40,Travel_Frequently,3,Life Sciences,4082,Female,Married,9,4,Y
39,Travel_Frequently,3,Marketing,4372,Female,Married,9,3,Y
57,Travel_Rarely,2,Life Sciences,4375,Female,Divorced,9,4,Y
26,Travel_Rarely,2,Life Sciences,4376,Female,Divorced,9,5,Y
48,Travel_Rarely,2,Life Sciences,4377,Female,Divorced,9,4,Y
55,Travel_Rarely,2,Life Sciences,4380,Female,Divorced,9,5,Y
41,Travel_Rarely,2,Life Sciences,4383,Female,Divorced,9,4,Y
18,Travel_Rarely,2,Life Sciences,4384,Female,Divorced,9,5,Y
37,Travel_Rarely,2,Life Sciences,4385,Female,Divorced,9,4,Y
58,Travel_Rarely,2,Life Sciences,4443,Female,Divorced,9,5,Y
52,Non-Travel,1,Life Sciences,4444,Male,Married,13,3,Y
59,Travel_Rarely,2,Life Sciences,4448,Male,Married,34,0,Y
53,Travel_Rarely,2,Medical,4449,Male,Married,34,1,Y
42,Travel_Rarely,2,Life Sciences,4451,Male,Married,34,0,Y
52,Travel_Rarely,2,Medical,4452,Male,Married,34,1,Y
57,Travel_Rarely,2,Life Sciences,4456,Male,Married,34,0,Y
43,Travel_Rarely,2,Medical,4457,Male,Married,34,1,Y
47,Travel_Rarely,2,Life Sciences,5042,Male,Married,34,0,Y
45,Travel_Rarely,2,Medical,5044,Male,Married,34,1,Y
42,Non-Travel,2,Medical,5047,Male,Married,22,9,Y
49,Non-Travel,2,Life Sciences,5048,Male,Married,22,1,Y
37,Non-Travel,2,Medical,5050,Male,Married,22,9,Y
33,Non-Travel,2,Life Sciences,5052,Male,Married,22,1,Y
42,Non-Travel,2,Medical,5055,Male,Married,22,9,Y
50,Non-Travel,2,Life Sciences,5056,Male,Married,22,1,Y
44,Non-Travel,2,Medical,5057,Male,Married,22,9,Y
47,Non-Travel,2,Life Sciences,5060,Male,Married,22,1,Y
56,Non-Travel,3,Medical,5061,Female,Single,23,6,Y
34,Non-Travel,3,Marketing,5062,Female,Single,23,5,Y
49,Non-Travel,3,Medical,5065,Female,Single,23,6,Y
41,Non-Travel,3,Marketing,5068,Female,Single,23,5,Y
29,Non-Travel,3,Medical,5069,Female,Single,23,6,Y
33,Non-Travel,3,Marketing,5070,Female,Single,23,5,Y
56,Non-Travel,3,Medical,5169,Female,Single,23,6,Y
42,Non-Travel,3,Marketing,5171,Female,Single,23,5,Y
59,Travel_Rarely,3,Other,5174,Male,Married,25,0,Y
52,Travel_Rarely,3,Human Resources,5175,Male,Married,25,1,Y
32,Travel_Rarely,3,Other,5177,Male,Married,25,0,Y
40,Travel_Rarely,3,Human Resources,5179,Male,Married,25,1,Y
57,Travel_Rarely,3,Other,5182,Male,Married,25,0,Y
39,Travel_Rarely,3,Human Resources,5419,Male,Married,25,1,Y
42,Travel_Rarely,3,Other,5422,Male,Married,25,0,Y
37,Travel_Rarely,3,Human Resources,5423,Male,Married,25,1,Y
57,Travel_Frequently,4,Life Sciences,5424,Male,Married,9,4,Y
53,Travel_Frequently,4,Marketing,5427,Male,Married,9,1,Y
51,Travel_Frequently,4,Life Sciences,5430,Male,Married,9,4,Y
57,Travel_Frequently,4,Marketing,5431,Male,Married,9,1,Y
41,Travel_Frequently,4,Life Sciences,5467,Male,Married,9,4,Y
51,Travel_Frequently,4,Marketing,5469,Male,Married,9,1,Y
46,Travel_Frequently,4,Life Sciences,5472,Male,Married,9,4,Y
50,Travel_Frequently,4,Marketing,5473,Male,Married,9,1,Y
19,Travel_Rarely,2,Medical,5475,Male,Married,21,0,Y
43,Travel_Rarely,2,Medical,5477,Male,Married,21,0,Y
58,Travel_Rarely,2,Medical,5480,Male,Married,21,0,Y
20,Travel_Rarely,2,Medical,5481,Male,Married,21,0,Y
53,Travel_Rarely,2,Medical,5719,Male,Married,21,0,Y
42,Travel_Rarely,2,Medical,5721,Male,Divorced,9,6,Y
56,Travel_Rarely,2,Medical,5724,Male,Married,21,0,Y
48,Travel_Rarely,2,Medical,5725,Male,Married,21,0,Y
36,Travel_Rarely,3,Life Sciences,5727,Male,Married,5,1,Y
54,Travel_Rarely,3,Life Sciences,5729,Male,Married,5,2,Y
20,Travel_Rarely,3,Life Sciences,5732,Male,Married,5,1,Y
24,Travel_Rarely,3,Life Sciences,6578,Male,Married,5,2,Y
25,Travel_Rarely,3,Life Sciences,6580,Male,Married,5,1,Y
31,Travel_Rarely,3,Life Sciences,6584,Male,Married,5,2,Y
48,Travel_Rarely,3,Life Sciences,6585,Male,Married,5,1,Y
44,Travel_Rarely,3,Life Sciences,6586,Male,Married,5,2,Y
39,Non-Travel,2,Life Sciences,6588,Male,Married,9,3,Y
42,Non-Travel,2,Life Sciences,6592,Male,Married,9,0,Y
30,Non-Travel,2,Life Sciences,7269,Male,Married,9,3,Y
