EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,PerformanceRating,RelationshipSatisfaction,EmployeeNumber
2,2,2,3,4,11609
2,2,2,3,4,11610
2,2,2,3,4,11614
2,2,2,3,4,11615
2,2,2,3,4,11616
2,2,2,3,4,11617
2,2,2,3,4,11621
4,3,1,3,2,11622
4,3,1,4,2,11976
4,3,1,3,2,11978
4,3,1,3,2,11982
4,3,1,3,2,11983
4,3,1,4,2,11984
4,3,1,3,2,11986
4,3,1,3,2,11990
3,3,1,4,3,11991
3,3,1,3,3,12269
3,3,1,3,3,12271
3,3,1,3,3,12275
3,3,1,4,3,12276
3,3,1,3,3,12277
3,3,1,3,3,12279
3,3,1,3,3,12283
3,3,4,4,2,12365
3,3,4,3,2,12367
3,3,4,3,2,12368
3,3,4,3,2,12369
3,3,4,4,2,12373
3,3,4,3,2,12375
3,3,4,3,2,12376
3,3,4,3,2,12377
3,3,3,4,4,12578
3,3,3,3,4,12581
3,3,3,3,4,12582
3,3,3,3,4,12583
3,3,3,4,4,12586
3,3,3,3,4,12589
3,3,3,3,4,12590
3,3,3,3,4,12591
3,3,3,3,2,12943
3,3,3,3,2,12946
3,3,3,4,2,12949
3,3,3,4,2,12950
3,3,3,3,2,12951
3,3,3,3,2,12954
3,3,3,3,2,12957
3,3,3,3,2,12958
3,3,3,3,2,13007
3,3,3,4,2,13009
3,3,3,4,2,13013
3,3,3,3,2,13014
3,3,3,3,2,13015
3,3,3,3,2,13017
3,3,3,3,2,13021
3,2,3,4,2,13022
3,2,3,3,2,13088
3,2,3,3,2,13089
3,2,3,3,2,13091
3,2,3,4,2,13092
3,2,3,3,2,13096
3,2,3,3,2,13097
3,2,3,3,2,13099
2,3,4,3,3,13100
2,3,4,4,3,13245
2,3,4,3,3,13247
2,3,4,3,3,13251
2,3,4,3,3,13252
2,3,4,4,3,13253
2,3,4,3,3,13255
2,3,4,3,3,13260
3,3,3,3,1,14246
3,3,3,3,1,14247
3,3,3,3,1,14251
3,3,3,3,1,14252
3,3,3,3,1,14254
3,3,3,3,1,14255
3,3,3,3,1,14259
3,2,3,3,2,15120
3,2,3,3,2,15122
3,2,3,3,2,15125
3,2,3,3,2,15126
3,2,3,3,2,15128
3,2,3,3,2,15130
3,2,3,3,2,15133
3,2,3,3,2,15134
3,2,3,3,1,15429
3,2,3,3,1,15431
3,2,3,3,1,15435
3,2,3,3,1,15436
3,2,3,3,1,15437
3,2,3,3,1,15439
3,2,3,3,1,15443
3,2,3,3,1,15444
3,2,3,3,2,15572
3,2,3,3,2,15574
3,2,3,3,2,15577
3,2,3,3,2,15578
3,2,3,3,2,15580
3,2,3,3,2,15582
3,2,3,3,2,15585
3,2,3,3,2,15586
4,3,2,3,3,15728
4,3,2,3,3,15730
4,3,2,3,3,15734
4,3,2,3,3,15735
4,3,2,3,3,15736
4,3,2,3,3,15738
4,3,2,3,3,15742
4,3,2,3,3,16326
3,3,2,4,3,16328
3,3,2,4,3,16329
3,3,2,3,3,16330
3,3,2,3,3,16334
3,3,2,4,3,16336
3,3,2,4,3,16337
3,3,2,3,3,16338
3,3,2,3,3,17716
3,4,3,3,4,17719
3,4,3,4,4,17720
3,4,3,3,4,17721
3,4,3,3,4,17724
3,4,3,3,4,17727
3,4,3,4,4,17728
3,4,3,3,4,17729
3,4,3,3,4,17897
3,3,1,4,4,17900
3,3,1,4,4,17903
3,3,1,3,4,17904
3,3,1,3,4,17905
3,3,1,4,4,17907
3,3,1,4,4,17910
3,3,1,3,4,17911
3,1,4,3,1,17912
3,1,4,3,1,17915
3,1,4,3,1,17916
3,1,4,3,1,17917
3,1,4,3,1,17920
3,1,4,3,1,17922
3,1,4,3,1,17923
3,1,4,3,1,17924
2,3,1,4,4,18426
2,3,1,3,4,18427
2,3,1,3,4,18431
2,3,1,3,4,18432
2,3,1,4,4,18434
2,3,1,3,4,18435
2,3,1,3,4,18439
2,3,1,3,4,18440
3,3,4,3,3,18559
3,3,4,4,3,18561
3,3,4,3,3,18563
3,3,4,3,3,18564
3,3,4,3,3,18567
3,3,4,4,3,18569
3,3,4,3,3,18571
3,3,4,3,3,18572
4,4,3,3,4,18692
4,4,3,4,4,18693
4,4,3,3,4,18697
4,4,3,3,4,18698
4,4,3,3,4,18700
4,4,3,4,4,18701
4,4,3,3,4,18705
3,3,4,3,3,18723
3,3,4,3,3,18724
3,3,4,3,3,18726
3,3,4,3,3,18727
3,3,4,3,3,18731
3,3,4,3,3,18732
3,3,4,3,3,18734
3,3,4,3,3,18735
3,3,3,3,3,18981
3,3,3,3,3,18983
3,3,3,3,3,18987
3,3,3,3,3,18988
3,3,3,3,3,18989
3,3,3,3,3,18991
3,3,3,3,3,18995
3,3,3,3,3,18996
3,3,2,3,4,19030
3,3,2,3,4,19032
3,3,2,3,4,19035
3,3,2,3,4,19036
3,3,2,3,4,19038
3,3,2,3,4,19040
3,3,2,3,4,19043
3,3,2,3,4,19045
2,3,2,4,2,19047
2,3,2,3,2,19051
2,3,2,3,2,19053
2,3,2,3,2,19055
2,3,2,4,2,19058
2,3,2,3,2,19059
2,3,2,3,2,19076
2,3,2,3,2,19078
4,3,4,4,3,19080
4,3,4,3,3,19081
4,3,4,3,3,19087
4,3,4,3,3,19089
4,3,4,4,3,19091
4,3,4,3,3,19092
4,3,4,3,3,19222
4,3,4,3,3,19224
4,2,3,3,4,19228
4,2,3,3,4,19229
4,2,3,3,4,19230
4,2,3,3,4,19232
4,2,3,3,4,19236
4,2,3,3,4,19237
4,2,3,3,4,19603
4,2,3,3,4,19604
4,4,3,3,1,19608
4,4,3,3,1,19609
4,4,3,3,1,19611
4,4,3,3,1,19612
4,4,3,3,1,19616
4,4,3,3,1,19617
4,4,3,3,1,19890
4,3,1,3,2,19892
4,3,1,3,2,19895
4,3,1,3,2,19896
4,3,1,3,2,19898
4,3,1,3,2,19900
4,3,1,3,2,19903
4,3,1,3,2,19904
4,3,1,3,2,20079
4,3,4,3,4,20081
4,3,4,3,4,20085
4,3,4,3,4,20086
4,3,4,3,4,20087
4,3,4,3,4,20089
4,3,4,3,4,20093
4,3,4,3,4,20094
4,3,4,3,4,20157
4,3,2,3,3,20160
4,3,2,3,3,20161
4,3,2,3,3,20162
4,3,2,3,3,20165
4,3,2,3,3,20168
4,3,2,3,3,20169
4,3,2,3,3,20170
4,3,4,3,1,20331
4,3,4,3,1,20333
4,3,4,3,1,20335
4,3,4,3,1,20336
4,3,4,3,1,20339
4,3,4,3,1,20341
4,3,4,3,1,20343
4,3,4,3,1,20344
4,2,2,3,2,20603
4,2,2,4,2,20605
4,2,2,4,2,20609
4,2,2,4,2,20610
4,2,2,3,2,20611
4,2,2,4,2,20613
4,2,2,4,2,20617
4,2,2,4,2,20618
4,3,3,3,4,20780
4,3,3,3,4,20781
4,3,3,3,4,20785
4,3,3,3,4,20786
4,3,3,3,4,20788
4,3,3,3,4,20789
4,3,3,3,4,20793
4,3,3,3,4,20794
4,3,3,3,1,20907
4,3,3,3,1,20909
4,3,3,3,1,20911
4,3,3,3,1,20912
4,3,3,3,1,20915
4,3,3,3,1,20917
4,3,3,3,1,20919
4,3,3,3,1,20920
4,2,1,3,4,21179
4,2,1,3,4,21180
4,2,1,3,4,21182
4,2,1,3,4,21183
4,2,1,3,4,21187
4,2,1,3,4,21188
4,2,1,3,4,21190
4,2,1,3,4,21191
3,2,2,3,2,21291
3,2,2,3,2,21292
3,2,2,3,2,21296
3,2,2,3,2,21297
3,2,2,3,2,21299
3,2,2,3,2,21300
3,2,2,3,2,21304
3,2,2,3,2,21305
2,1,4,3,3,21513
2,1,4,3,3,21514
2,1,4,3,3,21516
2,1,4,3,3,21517
2,1,4,3,3,21521
2,1,4,3,3,21522
2,1,4,3,3,21524
2,1,4,3,3,21525
4,2,3,3,2,21593
4,2,3,3,2,21595
4,2,3,3,2,21596
4,2,3,3,2,21597
4,2,3,3,2,21601
4,2,3,3,2,21603
4,2,3,3,2,21604
4,2,3,3,2,21605
1,3,2,3,4,21957
1,3,2,3,4,21960
1,3,2,3,4,21963
1,3,2,3,4,21964
1,3,2,3,4,21965
1,3,2,3,4,21968
1,3,2,3,4,21971
1,3,2,3,4,21972
4,4,3,3,3,22005
4,4,3,3,3,22008
4,4,3,4,3,22011
4,4,3,4,3,22012
4,4,3,3,3,22013
4,4,3,3,3,22016
4,4,3,4,3,22019
4,4,3,4,3,22020
2,1,4,3,1,22245
2,1,4,3,1,22247
2,1,4,4,1,22249
2,1,4,4,1,22250
2,1,4,3,1,22253
2,1,4,3,1,22255
2,1,4,4,1,22257
2,1,4,4,1,22258
4,3,3,3,4,22294
4,3,3,4,4,22295
4,3,3,3,4,22299
4,3,3,3,4,22300
4,3,3,3,4,22302
4,3,3,4,4,22303
4,3,3,3,4,22307
4,3,3,3,4,22308
4,2,4,3,2,22358
4,2,4,3,2,22360
4,2,4,4,2,22363
4,2,4,4,2,22364
4,2,4,3,2,22366
4,2,4,3,2,22368
4,2,4,4,2,22371
4,2,4,4,2,22372
4,2,4,4,4,22389
4,2,4,4,4,22391
4,2,4,3,4,22395
4,2,4,3,4,22396
4,2,4,4,4,22397
4,2,4,4,4,22398
4,2,4,3,4,22402
4,2,4,3,4,22403
4,3,4,3,2,22643
4,3,4,3,2,22645
4,3,4,3,2,22647
4,3,4,3,2,22648
4,3,4,3,2,22651
4,3,4,3,2,22653
4,3,4,3,2,22655
4,3,4,3,2,22656
4,2,2,3,3,22657
4,2,2,3,3,22658
4,2,2,3,3,22677
4,2,2,3,3,22679
4,2,2,3,3,22683
4,2,2,3,3,22684
4,2,2,3,3,22685
4,2,2,3,3,22687
2,3,4,3,4,22691
2,3,4,3,4,22692
2,3,4,3,4,22693
2,3,4,3,4,22694
2,3,4,3,4,22870
2,3,4,3,4,22873
2,3,4,3,4,22874
2,3,4,3,4,22875
1,2,1,3,1,22878
1,2,1,3,1,22881
1,2,1,3,1,22882
1,2,1,3,1,22883
1,2,1,3,1,22884
1,2,1,3,1,22885
1,2,1,3,1,23202
1,2,1,3,1,23205
4,2,4,3,2,23208
4,2,4,3,2,23209
4,2,4,4,2,23210
4,2,4,4,2,23213
4,2,4,3,2,23216
4,2,4,3,2,23217
4,2,4,4,2,23218
4,2,4,4,2,23219
4,3,3,3,3,23511
4,3,3,3,3,4293
4,3,3,4,3,4295
4,3,3,4,3,4296
4,3,3,3,3,4297
4,3,3,3,3,4301
4,3,3,4,3,4303
4,3,3,4,3,4304
4,3,2,3,2,4305
4,3,2,3,2,8531
4,3,2,3,2,8532
4,3,2,3,2,8534
4,3,2,3,2,8535
4,3,2,3,2,8541
4,3,2,3,2,8542
4,3,2,3,2,8544
4,3,2,3,1,8545
4,3,2,3,1,9396
4,3,2,3,1,9398
4,3,2,3,1,9400
4,3,2,3,1,9401
4,3,2,3,1,9404
4,3,2,3,1,9406
4,3,4,3,3,9408
4,3,2,3,1,9409
4,2,3,3,4,12611
1,2,3,3,4,12613
1,2,3,3,4,12614
1,2,3,3,4,12615
1,2,3,3,4,12619
1,2,3,3,4,12621
1,2,3,3,4,12622
1,2,3,3,4,12623
1,2,3,3,4,18707
1,3,3,3,2,18709
1,3,1,4,4,18710
2,1,3,3,1,18711
2,1,3,3,1,18715
2,1,3,3,1,18717
2,1,3,3,1,18718
2,1,3,3,1,18719
2,1,3,3,1,19206
2,1,3,3,1,19208
2,1,3,3,1,19210
2,4,1,3,1,19211
2,4,1,3,4,19214
1,3,4,3,3,19216
1,3,4,3,3,19218
1,3,4,3,3,19219
1,3,4,3,3,19394
1,3,4,3,3,19397
1,3,4,3,3,19398
1,3,4,3,3,19399
1,3,4,3,2,19402
1,3,4,3,3,19405
1,3,3,3,1,19406
4,3,4,3,3,19407
1,1,2,3,2,22999
1,1,2,3,2,23001
1,1,2,3,2,23003
1,1,2,3,2,23004
1,1,2,3,2,23007
1,1,2,3,2,23009
1,1,2,3,2,23011
1,1,2,3,2,23012
2,3,1,3,4,1495
2,3,1,3,4,1497
2,3,1,3,4,1499
2,3,1,3,4,1500
2,3,1,3,4,1504
2,3,1,3,4,1506
2,3,1,3,4,1507
2,3,1,3,4,2785
3,4,1,3,3,2787
3,4,1,3,3,2788
3,4,1,4,3,2789
3,4,1,4,3,2793
3,4,1,3,3,2795
3,4,1,3,3,2796
3,4,1,4,3,2797
3,4,1,4,3,5592
3,1,3,4,4,5595
3,1,3,4,4,5596
3,1,3,3,4,5597
3,1,3,3,4,5600
3,1,3,4,4,5603
3,1,3,4,4,5604
3,1,3,3,4,5605
3,1,3,3,4,6483
4,3,4,3,3,6484
4,3,4,3,3,6486
4,3,4,3,3,6487
4,3,4,3,3,6491
4,3,4,3,3,6492
4,3,4,3,3,6494
4,3,4,3,3,6495
4,3,4,3,3,7654
4,2,3,4,1,7656
4,2,3,3,1,7657
4,2,3,3,1,7658
4,2,3,3,1,7662
4,2,3,4,1,7664
4,2,3,3,1,7665
4,2,3,3,1,7666
4,2,3,3,1,8262
3,3,4,3,2,8265
3,3,4,3,2,8266
3,3,4,4,2,8267
3,3,4,4,2,8270
3,3,4,3,2,8273
3,3,4,3,2,8274
3,3,4,4,2,8275
3,3,4,4,2,8839
4,3,1,3,1,8841
4,3,1,3,1,8843
4,3,1,3,1,8844
4,3,1,3,1,8847
4,3,1,3,1,8849
4,3,1,3,1,8851
4,3,1,3,1,8852
4,3,1,3,1,9074
3,3,1,3,3,9077
3,3,1,3,3,9078
3,3,1,3,3,9079
3,3,1,3,3,9082
3,3,1,3,3,9085
3,3,1,3,3,9086
3,3,1,3,3,9087
1,3,3,3,1,14573
1,3,3,3,1,14575
1,3,3,4,1,14577
1,3,3,4,1,14578
1,3,3,3,1,14581
1,3,3,3,1,14583
1,3,3,4,1,14585
1,3,3,4,1,14586
3,3,4,3,3,15382
3,3,4,3,3,15384
3,3,4,3,3,15385
3,3,4,3,3,15386
3,3,4,3,3,15390
3,3,4,3,3,15392
3,3,4,3,3,15393
3,3,4,3,3,15394
2,4,1,4,4,15509
2,4,1,3,4,15511
2,4,1,3,4,15512
2,4,1,3,4,15513
2,4,1,4,4,15517
2,4,1,3,4,15519
2,4,1,3,4,15520
2,4,1,3,4,15521
2,3,2,3,3,15604
2,3,2,3,3,15606
2,3,2,3,3,15607
2,3,2,3,3,15608
2,3,2,3,3,15612
2,3,2,3,3,15614
2,3,2,3,3,15615
2,3,2,3,3,15616
1,4,1,3,1,17320
1,4,1,3,1,17323
1,4,1,3,1,17324
1,4,1,3,1,17325
1,4,1,3,1,17328
1,4,1,3,1,17331
1,4,1,3,1,17332
1,4,1,3,1,17333
2,3,1,3,4,18017
2,3,1,4,4,18020
2,3,1,3,4,18021
2,3,1,3,4,18022
2,3,1,3,4,18025
2,3,1,4,4,18028
2,3,1,3,4,18029
2,3,1,3,4,18030
1,4,3,3,4,18950
1,4,3,3,4,18951
1,4,3,3,4,18953
1,4,3,3,4,18954
1,4,3,3,4,18958
1,4,3,3,4,18959
1,4,3,3,4,18961
1,4,3,3,4,18962
4,3,3,3,4,19794
4,3,3,3,4,19797
4,3,3,4,4,19798
4,3,3,4,4,19799
4,3,3,3,4,19802
4,3,3,3,4,19805
4,3,3,4,4,19806
4,3,3,4,4,19807
3,3,1,3,4,21307
3,3,1,3,4,21309
3,3,1,3,4,21310
3,3,1,3,4,21311
3,3,1,3,4,21315
3,3,1,3,4,21317
3,3,1,3,4,21318
3,3,1,3,4,21319
3,4,1,3,4,21449
3,4,1,3,4,21450
3,4,1,3,4,21452
3,4,1,3,4,21453
3,4,1,3,4,21457
3,4,1,3,4,21458
3,4,1,3,4,21460
3,4,1,3,4,21461
3,1,4,3,2,22515
3,1,4,3,2,22518
3,1,4,4,2,22521
3,1,4,4,2,22522
3,1,4,3,2,22523
3,1,4,3,2,22526
3,1,4,4,2,22529
3,1,4,4,2,22530
1,3,3,3,2,23075
1,3,3,3,2,23077
1,3,3,3,2,23078
1,3,3,3,2,23079
1,3,3,3,2,23083
1,3,3,3,2,23085
1,3,3,3,2,23086
1,3,3,3,2,23087
4,4,3,3,4,4884
4,4,3,3,4,4886
4,4,3,3,4,4887
4,4,3,3,4,4888
4,4,3,3,4,4891
4,4,3,3,4,4893
4,4,3,3,4,4894
4,4,3,3,4,4895
4,2,3,4,1,6116
4,2,3,3,1,6117
4,2,3,4,1,6119
4,2,3,4,1,6120
4,2,3,4,1,6123
4,2,3,3,1,6124
4,2,3,4,1,6126
4,2,3,4,1,6127
3,3,2,3,3,7120
3,3,2,3,3,7122
3,3,2,3,3,7124
3,3,2,3,3,7125
3,3,2,3,3,7128
3,3,2,3,3,7130
3,3,2,3,3,7132
3,3,2,3,3,7133
4,3,2,3,3,9333
4,3,2,3,3,9335
4,3,2,4,3,9336
4,3,2,4,3,9337
4,3,2,3,3,9341
4,3,2,3,3,9343
4,3,2,4,3,9344
4,3,2,4,3,9345
4,3,4,3,4,10697
4,3,4,3,4,10699
4,3,4,3,4,10701
4,3,4,3,4,10702
4,3,4,3,4,10705
4,3,4,3,4,10708
4,3,4,3,4,10710
4,3,4,3,4,10711
4,3,4,3,3,13784
4,3,4,3,3,13786
4,3,4,3,3,13788
4,3,4,3,3,13789
4,3,4,3,3,13792
4,3,4,3,3,13794
4,3,4,3,3,13796
4,3,4,3,3,13797
4,3,3,3,1,19113
4,3,3,3,1,19115
4,3,3,3,1,19116
4,3,3,3,1,19117
4,3,3,3,1,19121
4,3,3,3,1,19123
4,3,3,3,1,19124
4,3,3,3,1,19125
2,3,2,3,2,20347
2,3,2,3,2,20349
4,3,2,3,2,20351
4,3,2,3,2,20352
2,3,2,3,2,20355
2,3,2,3,2,20357
4,3,2,3,2,20359
4,3,2,3,2,20360
2,4,4,3,2,21400
2,4,4,3,2,21402
4,4,4,3,2,21404
2,4,4,3,2,21405
2,4,4,3,2,21408
2,4,4,3,2,21410
4,4,4,3,2,21412
2,4,4,3,2,21413
3,2,3,3,3,22054
3,2,3,3,3,22055
4,2,3,3,3,22057
4,2,3,3,3,22058
3,2,3,3,3,22062
3,2,3,3,3,22063
4,2,3,3,3,22065
4,2,3,3,3,22066
3,1,3,3,3,343
3,1,3,3,3,381
4,1,3,4,3,383
4,1,3,4,3,385
3,1,3,3,3,386
3,1,3,3,3,389
4,1,3,4,3,390
4,1,3,4,3,391
2,3,3,3,1,393
2,3,3,3,1,395
4,3,3,3,1,396
2,3,3,3,1,1844
2,3,3,3,1,1846
2,3,3,3,1,1848
4,3,3,3,1,1849
2,3,3,3,1,1853
3,2,4,3,2,1855
3,2,4,3,2,1856
4,2,4,3,2,1891
3,2,4,3,2,1892
3,2,4,3,2,1894
3,2,4,3,2,1895
4,2,4,3,2,1898
3,2,4,3,2,1899
4,3,3,3,1,1901
4,3,3,3,1,1902
4,3,3,3,1,2144
4,3,3,3,1,2146
4,3,3,3,1,2148
4,3,3,3,1,2149
4,3,3,3,1,2152
4,3,3,3,1,2154
3,3,1,3,3,2156
3,3,1,3,3,2157
4,3,1,3,3,2643
4,3,1,3,3,2646
3,3,1,3,3,2647
3,3,1,3,3,2648
4,3,1,3,3,2651
4,3,1,3,3,2653
4,3,2,3,1,2654
4,3,2,3,1,2655
4,3,2,4,1,3379
4,3,2,4,1,3381
4,3,2,3,1,3383
4,3,2,3,1,3384
4,3,2,4,1,3387
4,3,2,4,1,3389
4,2,2,3,1,3391
4,2,2,4,1,3392
4,2,2,3,1,4571
4,2,2,3,1,4572
4,2,2,3,1,4574
4,2,2,4,1,4575
4,2,2,3,1,4579
4,2,2,3,1,4580
2,4,1,3,3,4582
4,4,4,3,2,4583
4,4,4,3,2,5279
4,4,4,3,2,5281
4,4,4,3,2,5282
4,4,4,3,2,5283
1,3,4,3,4,5287
1,3,4,3,3,5289
4,4,4,3,2,5290
4,4,4,3,2,5291
4,4,4,3,2,6199
2,3,4,3,3,6201
2,3,4,3,3,6203
4,3,4,3,3,6204
4,3,4,3,3,6207
2,3,4,3,3,6209
4,3,4,3,3,6211
4,3,4,3,3,6212
1,4,4,3,3,7975
1,4,4,3,3,7977
4,4,4,3,3,7979
4,4,4,3,3,7980
1,4,4,3,3,7983
1,4,4,3,3,7985
4,4,4,3,3,7987
4,4,4,3,3,7988
3,3,4,3,3,9844
3,3,4,4,3,9845
4,3,4,3,3,9847
4,3,4,3,3,9848
3,3,4,3,3,9852
3,3,4,4,3,9853
4,3,4,3,3,9855
4,3,4,3,3,9856
3,3,4,3,1,10112
3,3,4,3,1,10114
4,3,4,4,1,10116
3,3,4,4,1,10117
3,3,4,3,1,10120
3,3,4,3,1,10122
4,3,4,4,1,10124
3,3,4,4,1,10125
4,4,2,3,1,11757
4,4,2,3,1,11760
4,4,2,3,1,11761
4,4,2,3,1,11762
4,4,2,3,1,11765
4,4,2,3,1,11768
4,4,2,3,1,11769
4,4,2,3,1,11770
1,3,3,3,4,12784
1,3,3,3,4,12785
4,3,3,3,4,12787
1,3,3,3,4,12788
1,3,3,3,4,12792
1,3,3,3,4,12793
4,3,3,3,4,12795
1,3,3,3,4,12796
2,2,3,3,1,13246
2,2,3,3,1,13248
4,2,3,4,1,13249
2,2,3,4,1,13250
2,2,3,3,1,13254
2,2,3,3,1,13256
4,2,3,4,1,13257
2,2,3,4,1,13258
1,3,2,3,4,13485
1,3,2,3,4,13486
4,3,2,3,4,13488
1,3,2,3,4,13489
1,3,2,3,4,13493
1,3,2,3,4,13494
4,3,2,3,4,13496
1,3,2,3,4,13497
1,3,3,3,4,14738
1,3,3,3,4,14739
4,3,3,4,4,14741
1,3,3,4,4,14742
1,3,3,3,4,14746
1,3,3,3,4,14747
4,3,3,4,4,14749
1,3,3,4,4,14750
3,3,4,4,3,15255
3,3,4,3,3,15257
4,3,4,3,3,15258
4,3,4,3,3,15259
3,3,4,4,3,15263
3,3,4,3,3,15265
4,3,4,3,3,15266
4,3,4,3,3,15267
4,2,4,3,1,18171
4,2,4,4,1,18174
4,2,4,4,1,18175
4,2,4,4,1,18176
4,2,4,3,1,18181
4,2,4,4,1,18182
4,2,4,4,1,18183
4,2,4,4,1,21067
2,1,1,3,1,21069
2,1,1,3,1,21070
4,1,1,3,1,21071
4,1,1,3,1,21075
2,1,1,3,1,21077
2,1,1,3,1,21078
4,1,1,3,1,21079
4,1,1,3,1,21497
3,3,3,4,3,21498
3,3,3,3,3,21500
4,3,3,4,3,21501
4,3,3,4,3,21505
3,3,3,4,3,21506
3,3,3,3,3,21508
4,3,3,4,3,21509
4,3,3,4,3,22759
3,4,3,3,4,22761
3,4,3,3,4,22763
4,4,3,3,4,22764
4,4,3,3,4,22767
3,4,3,3,4,22769
3,4,3,3,4,22771
4,4,3,3,4,22772
4,4,3,3,4,5105
3,3,2,3,4,5107
3,3,2,3,4,5110
4,3,2,4,4,5111
4,3,2,4,4,5113
3,3,2,3,4,5115
3,3,2,3,4,5118
4,3,2,4,4,5119
4,3,2,4,4,5955
3,3,2,3,3,5957
3,3,2,3,3,5961
4,3,2,3,3,5962
4,3,2,3,3,5963
3,3,2,3,3,5965
3,3,2,3,3,5969
4,3,2,3,3,5970
4,3,2,3,3,8199
3,3,2,4,1,8201
3,3,2,3,1,8204
4,3,2,3,1,8205
3,3,2,3,1,8207
3,3,2,4,1,8209
3,3,2,3,1,8212
4,3,2,3,1,8213
3,3,2,3,1,10828
2,2,3,3,2,10830
2,2,3,3,2,10831
4,2,3,3,2,10832
2,2,3,3,2,10836
2,2,3,3,2,10838
4,2,3,3,2,10839
2,2,3,3,2,10840
4,3,4,3,2,11337
4,3,4,3,2,11340
4,3,4,3,2,11341
4,3,4,3,2,11342
4,3,4,3,2,11344
4,3,4,3,2,11347
4,3,4,3,2,11348
4,3,4,3,2,11349
4,2,2,4,4,11859
4,2,2,3,4,11861
4,2,2,3,4,11864
4,2,2,3,4,11865
4,2,2,4,4,11867
4,2,2,3,4,11869
4,2,2,3,4,11872
4,2,2,3,4,11873
4,3,3,3,4,15151
4,3,3,3,4,15154
4,3,3,3,4,15155
4,3,3,3,4,15156
4,3,3,3,4,15159
4,3,3,3,4,15162
4,3,3,3,4,15163
4,3,3,3,4,15164
2,3,1,4,4,18722
2,3,1,3,4,18725
2,3,1,3,4,18728
2,3,1,3,4,18729
2,3,1,4,4,18730
2,3,1,3,4,18733
2,3,1,3,4,18736
2,3,1,3,4,18737
3,2,3,3,1,187
3,2,3,3,1,1257
3,2,3,3,1,1259
3,2,3,3,1,1260
3,2,3,3,1,1261
3,2,3,3,1,1264
3,2,3,3,1,1266
3,2,3,3,1,1268
2,2,4,3,4,1554
2,2,4,3,4,1556
2,2,4,3,4,1561
2,2,4,3,4,1563
2,2,4,3,4,1567
2,2,4,3,4,1568
2,2,4,3,4,1905
2,2,4,3,4,1906
3,2,2,3,4,1910
3,2,2,3,4,1911
3,2,2,3,4,1913
3,2,2,3,4,1914
3,2,2,3,4,1918
3,2,2,3,4,1919
3,2,2,3,4,2493
3,2,2,3,4,2496
2,4,2,3,4,2499
2,4,2,3,4,2500
2,4,2,3,4,2501
2,4,2,3,4,2503
2,4,2,3,4,2506
2,4,2,3,4,2507
2,4,2,3,4,2613
2,4,2,3,4,2616
3,3,4,3,1,2619
3,3,4,3,1,2620
3,3,4,4,1,2621
3,3,4,4,1,2623
3,3,4,3,1,2626
3,3,4,3,1,2627
3,3,4,4,1,2849
3,3,4,4,1,2851
4,2,2,3,3,2854
4,2,2,3,3,2855
4,2,2,3,3,2857
4,2,2,3,3,2859
4,2,2,3,3,2862
4,2,2,3,3,2863
4,2,2,3,3,3053
4,2,2,3,3,3055
1,3,1,3,2,3059
1,3,1,3,2,3060
1,3,1,3,2,3061
1,3,1,3,2,3063
1,3,1,3,2,3067
1,3,1,3,2,3068
1,3,1,3,2,3102
1,3,1,3,2,3220
1,2,3,3,2,3222
1,2,3,3,4,3225
1,2,3,3,4,3226
1,2,3,3,4,3228
1,2,3,3,4,3230
1,2,3,3,4,3233
1,2,3,3,4,3234
1,2,3,3,4,3331
3,2,2,4,4,3334
3,2,2,3,4,3337
3,2,2,4,4,3338
3,2,2,4,4,3339
3,2,2,3,4,3342
3,2,2,4,4,3345
3,2,2,4,4,3346
1,3,3,3,3,3415
1,3,3,4,3,3417
1,3,3,3,3,3419
1,3,3,3,3,3420
1,3,3,3,3,3423
1,3,3,4,3,3425
1,3,3,3,3,3427
1,3,3,3,3,3428
2,3,2,3,1,3432
2,3,2,4,1,3434
2,3,2,3,1,3435
2,3,2,3,1,3436
2,3,2,3,1,3440
2,3,2,4,1,3442
2,3,2,3,1,3443
2,3,2,3,1,3444
3,2,4,3,1,3942
3,2,4,3,1,3943
3,2,4,3,1,3947
3,2,4,3,1,3948
3,2,4,3,1,3950
3,2,4,3,1,3951
3,2,4,3,1,3955
3,2,4,3,1,3956
1,3,1,3,3,3973
1,3,1,3,3,3976
1,3,1,3,3,3979
1,3,1,3,3,3980
1,3,1,3,3,3981
1,3,1,3,3,3984
1,3,1,3,3,3987
1,3,1,3,3,3988
4,3,3,3,2,4197
4,3,3,3,2,4199
4,3,3,3,2,4203
4,3,3,3,2,4204
4,3,3,3,2,4205
4,3,3,3,2,4207
4,3,3,3,2,4211
4,3,3,3,2,4212
1,2,3,3,4,5434
1,3,2,4,4,5436
1,3,2,3,4,5440
1,3,2,3,4,5441
1,3,2,3,4,5442
1,3,2,4,4,5444
1,3,2,3,4,5448
1,3,2,3,4,5449
1,3,2,3,4,5844
3,3,4,3,3,5847
3,3,4,3,3,5850
3,3,4,3,3,5851
3,3,4,3,3,5852
3,3,4,3,3,5855
3,3,4,3,3,5858
3,3,4,3,3,5859
3,3,4,3,3,6263
4,2,4,4,4,6265
4,2,4,3,4,6269
4,2,4,3,4,6270
4,2,4,3,4,6271
4,2,4,4,4,6273
4,2,4,3,4,6277
4,2,4,3,4,6278
